AE.01.101	Abu Dhabi Municipality
BR.05.2924207	Pedro Alexandre
BR.05.2924306	Piatã
BR.05.2924405	Pilão Arcado
BR.05.2924504	Pindaí
BR.05.2924603	Pindobaçu
BR.05.2924652	Pintadas
BR.05.2924678	Piraí do Norte
BR.05.2924702	Piripá
BR.05.2924801	Piritiba
BR.05.2924900	Planaltino
BR.05.2925006	Planalto
BR.05.2925204	Pojuca
BR.05.2925253	Ponto Novo
BR.05.2925303	Porto Seguro
BR.05.2925402	Potiraguá
BR.05.2925600	Presidente Dutra
BR.05.2925709	Presidente Jânio Quadros
BR.05.2925808	Queimadas
BR.05.2925907	Quijingue
BR.05.2925931	Quixabeira
BR.05.2925956	Rafael Jambeiro
BR.05.2926004	Remanso
BR.05.2926103	Retirolândia
BR.05.2926202	Riachão das Neves
BR.05.2926301	Riachão do Jacuípe
BR.05.2926400	Riacho de Santana
BR.05.2926509	Ribeira do Amparo
BR.05.2926608	Ribeira do Pombal
BR.05.2926657	Ribeirão do Largo
BR.05.2926707	Rio de Contas
BR.05.2926806	Rio do Antônio
BR.05.2926905	Rio do Pires
BR.05.2927200	Ruy Barbosa
BR.05.2927309	Salinas da Margarida
BR.05.2927408	Salvador
BR.05.2927507	Santa Bárbara
BR.05.2927606	Santa Brígida
BR.05.2927705	Santa Cruz Cabrália
BR.05.2927804	Santa Cruz da Vitória
BR.05.2927903	Santa Inês
BR.05.2928000	Santaluz
BR.05.2928059	Santa Luzia
BR.05.2928307	Santanópolis
BR.05.2928406	Santa Rita de Cássia
BR.05.2928505	Santa Terezinha
BR.05.2928604	Santo Amaro
BR.05.2928703	Santo Antônio de Jesus
BR.05.2928802	Santo Estêvão
BR.05.2928901	São Desidério
BR.05.2928950	São Domingos
BR.05.2929008	São Félix
BR.05.2929057	São Félix do Coribe
BR.05.2929107	São Felipe
BR.05.2929206	São Francisco do Conde
BR.05.2929255	São Gabriel
BR.05.2929305	São Gonçalo dos Campos
BR.05.2929354	São José da Vitória
BR.05.2929370	São José do Jacuípe
BR.05.2929404	São Miguel das Matas
BR.05.2929503	São Sebastião do Passé
BR.05.2929602	Sapeaçu
BR.05.2929701	Sátiro Dias
BR.05.2929750	Saubara
BR.05.2929800	Saúde
BR.05.2929909	Seabra
BR.05.2930006	Sebastião Laranjeiras
BR.05.2930105	Senhor do Bonfim
BR.05.2930154	Serra do Ramalho
BR.05.2930204	Sento Sé
BR.05.2930303	Serra Dourada
BR.05.2930402	Serra Preta
BR.05.2930600	Serrolândia
BR.05.2930709	Simões Filho
BR.05.2930758	Sítio do Mato
BR.05.2930766	Sítio do Quinto
BR.05.2930774	Sobradinho
BR.05.2930907	Tabocas do Brejo Velho
BR.05.2931004	Tanhaçu
BR.05.2931053	Tanque Novo
BR.05.2931103	Tanquinho
BR.05.2931202	Taperoá
BR.05.2931301	Tapiramutá
BR.05.2931350	Teixeira de Freitas
BR.05.2931400	Teodoro Sampaio
BR.05.2931509	Teofilândia
BR.05.2931608	Teolândia
BR.05.2931707	Terra Nova
BR.05.2931905	Tucano
BR.05.2932002	Uauá
BR.05.2932101	Ubaíra
BR.05.2932200	Ubaitaba
BR.05.2932309	Ubatã
BR.05.2932408	Uibaí
BR.05.2932606	Urandi
BR.05.2932705	Uruçuca
BR.05.2932804	Utinga
BR.05.2932903	Valença
BR.05.2933000	Valente
BR.05.2933059	Várzea da Roça
BR.05.2933109	Várzea do Poço
BR.05.2933158	Várzea Nova
BR.05.2933174	Varzedo
BR.05.2933208	Vera Cruz
BR.05.2933257	Vereda
BR.05.2933307	Vitória da Conquista
BR.05.2933406	Wagner
BR.05.2933455	Wanderley
BR.05.2933505	Wenceslau Guimarães
BR.05.2933604	Xique-Xique
BR.15.3100104	Abadia dos Dourados
BR.15.3100203	Abaeté
BR.15.3100302	Abre Campo
BR.15.3100401	Acaiaca
BR.15.3100500	Açucena
BR.15.3100609	Água Boa
BR.15.3100708	Água Comprida
BR.15.3100807	Aguanil
BR.15.3100906	Águas Formosas
BR.15.3101003	Águas Vermelhas
BR.15.3101102	Aimorés
BR.15.3101201	Aiuruoca
BR.15.3101300	Alagoa
BR.15.3101409	Albertina
BR.15.3101607	Alfenas
BR.15.3101631	Alfredo Vasconcelos
BR.15.3101706	Almenara
BR.15.3101805	Alpercata
BR.15.3101904	Alpinópolis
BR.15.3102001	Alterosa
BR.15.3102050	Alto Caparaó
BR.15.3102100	Alto Rio Doce
BR.15.3102209	Alvarenga
BR.15.3102308	Alvinópolis
BR.15.3102407	Alvorada de Minas
BR.15.3102506	Amparo da Serra
BR.15.3102605	Andradas
BR.15.3102704	Cachoeira de Pajeú
BR.15.3102803	Andrelândia
BR.15.3102852	Angelândia
BR.15.3102902	Antônio Carlos
BR.15.3103009	Antônio Dias
BR.15.3103108	Antônio Prado de Minas
BR.15.3103306	Aracitaba
BR.15.3103405	Araçuaí
BR.15.3103504	Araguari
BR.15.3103603	Arantina
BR.15.3103702	Araponga
BR.15.3103751	Araporã
BR.15.3103801	Arapuá
BR.15.3103900	Araújos
BR.15.3104007	Araxá
BR.15.3104106	Arceburgo
BR.15.3104205	Arcos
BR.15.3104304	Areado
BR.15.3104403	Argirita
BR.15.3104452	Aricanduva
BR.15.3104502	Arinos
BR.15.3104601	Astolfo Dutra
BR.15.3104700	Ataléia
BR.15.3104908	Baependi
BR.15.3105004	Baldim
BR.15.3105103	Bambuí
BR.15.3105202	Bandeira
BR.15.3105301	Bandeira do Sul
BR.15.3105400	Barão de Cocais
BR.15.3105509	Barão de Monte Alto
BR.15.3105608	Barbacena
BR.15.3105707	Barra Longa
BR.15.3105905	Barroso
BR.15.3106002	Bela Vista de Minas
BR.15.3106200	Belo Horizonte
BR.15.3106309	Belo Oriente
BR.15.3106408	Belo Vale
BR.15.3106507	Berilo
BR.15.3106606	Bertópolis
BR.15.3106655	Berizal
BR.15.3106705	Betim
BR.15.3106804	Bias Fortes
BR.15.3106903	Bicas
BR.15.3107000	Biquinhas
BR.15.3107109	Boa Esperança
BR.15.3107208	Bocaina de Minas
BR.15.3107307	Bocaiúva
BR.15.3107406	Bom Despacho
BR.15.3107505	Bom Jardim de Minas
BR.15.3107604	Bom Jesus da Penha
BR.15.3107703	Bom Jesus do Amparo
BR.15.3107802	Bom Jesus do Galho
BR.15.3107901	Bom Repouso
BR.15.3108008	Bom Sucesso
BR.15.3108107	Bonfim
BR.15.3108255	Bonito de Minas
BR.15.3108305	Borda da Mata
BR.15.3108404	Botelhos
BR.15.3108503	Botumirim
BR.15.3108552	Brasilândia de Minas
BR.15.3108602	Brasília de Minas
BR.15.3108701	Brás Pires
BR.15.3108800	Braúnas
BR.15.3108909	Brazópolis
BR.15.3109006	Brumadinho
BR.15.3109105	Bueno Brandão
BR.15.3109253	Bugre
BR.15.3109303	Buritis
BR.15.3109402	Buritizeiro
BR.15.3109451	Cabeceira Grande
BR.15.3109501	Cabo Verde
BR.15.3109600	Cachoeira da Prata
BR.15.3109709	Cachoeira de Minas
BR.15.3109808	Cachoeira Dourada
BR.15.3109907	Caetanópolis
BR.15.3110004	Caeté
BR.15.3110103	Caiana
BR.15.3110202	Cajuri
BR.15.3110301	Caldas
BR.15.3110400	Camacho
BR.15.3110509	Camanducaia
BR.15.3110608	Cambuí
BR.15.3110707	Cambuquira
BR.15.3110806	Campanário
BR.15.3110905	Campanha
BR.15.3111002	Campestre
BR.15.3111101	Campina Verde
BR.15.3111150	Campo Azul
BR.15.3111200	Campo Belo
BR.15.3111309	Campo do Meio
BR.15.3111408	Campo Florido
BR.15.3111507	Campos Altos
BR.15.3111606	Campos Gerais
BR.15.3111705	Canaã
BR.15.3111804	Canápolis
BR.15.3111903	Cana Verde
BR.15.3112059	Cantagalo
BR.15.3112109	Caparaó
BR.15.3112208	Capela Nova
BR.15.3112307	Capelinha
BR.15.3112406	Capetinga
BR.15.3112505	Capim Branco
BR.15.3112604	Capinópolis
BR.15.3112653	Capitão Andrade
BR.15.3112703	Capitão Enéas
BR.15.3112802	Capitólio
BR.15.3112901	Caputira
BR.15.3113008	Caraí
BR.15.3113107	Caranaíba
BR.15.3113206	Carandaí
BR.15.3113305	Carangola
BR.15.3113404	Caratinga
BR.15.3113503	Carbonita
BR.15.3113602	Careaçu
BR.15.3113701	Carlos Chagas
BR.15.3113800	Carmésia
BR.15.3113909	Carmo da Cachoeira
BR.15.3114006	Carmo da Mata
BR.15.3114105	Carmo de Minas
BR.15.3114204	Carmo do Cajuru
BR.15.3114303	Carmo do Paranaíba
BR.15.3114402	Carmo do Rio Claro
BR.15.3114501	Carmópolis de Minas
BR.15.3114550	Carneirinho
BR.15.3114600	Carrancas
BR.15.3114709	Carvalhópolis
BR.15.3114808	Carvalhos
BR.15.3114907	Casa Grande
BR.15.3115003	Cascalho Rico
BR.15.3115102	Cássia
BR.15.3115201	Conceição da Barra de Minas
BR.15.3115300	Cataguases
BR.15.3115359	Catas Altas
BR.15.3115409	Catas Altas da Noruega
BR.15.3115458	Catuji
BR.15.3115474	Catuti
BR.15.3115508	Caxambu
BR.15.3115607	Cedro do Abaeté
BR.15.3115706	Central de Minas
BR.15.3115805	Centralina
BR.15.3115904	Chácara
BR.15.3116001	Chalé
BR.15.3116100	Chapada do Norte
BR.15.3116159	Chapada Gaúcha
BR.15.3116209	Chiador
BR.15.3116308	Cipotânea
BR.15.3116407	Claraval
BR.15.3116506	Claro dos Poções
BR.15.3116605	Cláudio
BR.15.3116704	Coimbra
BR.15.3116803	Coluna
BR.15.3116902	Comendador Gomes
BR.15.3117009	Comercinho
BR.15.3117108	Conceição da Aparecida
BR.15.3117207	Conceição das Pedras
BR.15.3117306	Conceição das Alagoas
BR.15.3117405	Conceição de Ipanema
BR.15.3117603	Conceição do Pará
BR.15.3117702	Conceição do Rio Verde
BR.15.3117801	Conceição dos Ouros
BR.15.3117836	Cônego Marinho
BR.15.3117876	Confins
BR.15.3117900	Congonhal
BR.15.3118007	Congonhas
BR.15.3118106	Congonhas do Norte
BR.15.3118205	Conquista
BR.15.3118304	Conselheiro Lafaiete
BR.15.3118403	Conselheiro Pena
BR.15.3118601	Contagem
BR.15.3118700	Coqueiral
BR.15.3118809	Coração de Jesus
BR.15.3118908	Cordisburgo
BR.15.3119005	Cordislândia
BR.15.3119104	Corinto
BR.15.3119203	Coroaci
BR.15.3119302	Coromandel
BR.15.3119401	Coronel Fabriciano
BR.15.3119500	Coronel Murta
BR.15.3119609	Coronel Pacheco
BR.15.3119708	Coronel Xavier Chaves
BR.15.3119807	Córrego Danta
BR.15.3119906	Córrego do Bom Jesus
BR.15.3119955	Córrego Fundo
BR.15.3120003	Córrego Novo
BR.15.3120102	Couto de Magalhães de Minas
BR.15.3120151	Crisólita
BR.15.3120201	Cristais
BR.15.3120300	Cristália
BR.15.3120409	Cristiano Otoni
BR.15.3120508	Cristina
BR.15.3120607	Crucilândia
BR.15.3120706	Cruzeiro da Fortaleza
BR.15.3120805	Cruzília
BR.15.3120839	Cuparaque
BR.15.3120870	Curral de Dentro
BR.15.3120904	Curvelo
BR.15.3121001	Datas
BR.15.3121100	Delfim Moreira
BR.15.3121209	Delfinópolis
BR.15.3121258	Delta
BR.15.3121308	Descoberto
BR.15.3121407	Desterro de Entre Rios
BR.15.3121506	Desterro do Melo
BR.15.3121704	Diogo de Vasconcelos
BR.15.3121803	Dionísio
BR.15.3121902	Divinésia
BR.15.3122009	Divino
BR.15.3122108	Divino das Laranjeiras
BR.15.3122207	Divinolândia de Minas
BR.15.3122306	Divinópolis
BR.15.3122355	Divisa Alegre
BR.15.3122405	Divisa Nova
BR.15.3122454	Divisópolis
BR.15.3122470	Dom Bosco
BR.15.3122504	Dom Cavati
BR.15.3122603	Dom Joaquim
BR.15.3122702	Dom Silvério
BR.15.3122801	Dom Viçoso
BR.15.3122900	Dona Eusébia
BR.15.3123007	Dores de Campos
BR.15.3123106	Dores de Guanhães
BR.15.3123205	Dores do Indaiá
BR.15.3123304	Dores do Turvo
BR.15.3123403	Doresópolis
BR.15.3123502	Douradoquara
BR.15.3123528	Durandé
BR.15.3123601	Elói Mendes
BR.15.3123700	Engenheiro Caldas
BR.15.3123809	Engenheiro Navarro
BR.15.3123858	Entre Folhas
BR.15.3123908	Entre Rios de Minas
BR.15.3124005	Ervália
BR.15.3124104	Esmeraldas
BR.15.3124203	Espera Feliz
BR.15.3124302	Espinosa
BR.15.3124401	Espírito Santo do Dourado
BR.15.3124500	Estiva
BR.15.3124609	Estrela Dalva
BR.15.3124708	Estrela do Indaiá
BR.15.3124807	Estrela do Sul
BR.15.3124906	Eugenópolis
BR.15.3125002	Ewbank da Câmara
BR.15.3125101	Extrema
BR.15.3125200	Fama
BR.15.3125309	Faria Lemos
BR.15.3125408	Felício dos Santos
BR.15.3125507	São Gonçalo do Rio Preto
BR.15.3125606	Felisburgo
BR.15.3125705	Felixlândia
BR.15.3125804	Fernandes Tourinho
BR.15.3125903	Ferros
BR.15.3125952	Fervedouro
BR.15.3126000	Florestal
BR.15.3126109	Formiga
BR.15.3126208	Formoso
BR.15.3126307	Fortaleza de Minas
BR.15.3126406	Fortuna de Minas
BR.15.3126505	Francisco Badaró
BR.15.3126604	Francisco Dumont
BR.15.3126703	Francisco Sá
BR.15.3126752	Franciscópolis
BR.15.3126802	Frei Gaspar
BR.15.3126901	Frei Inocêncio
BR.15.3126950	Frei Lagonegro
BR.15.3127008	Fronteira
BR.15.3127057	Fronteira dos Vales
BR.15.3127073	Fruta de Leite
BR.15.3127107	Frutal
BR.15.3127206	Funilândia
BR.15.3127305	Galiléia
BR.15.3127339	Gameleiras
BR.15.3127354	Glaucilândia
BR.15.3127370	Goiabeira
BR.15.3127388	Goianá
BR.15.3127404	Gonçalves
BR.15.3127503	Gonzaga
BR.15.3127701	Governador Valadares
BR.15.3127800	Grão Mogol
BR.15.3127909	Grupiara
BR.15.3128006	Guanhães
BR.15.3128105	Guapé
BR.15.3128204	Guaraciaba
BR.15.3128253	Guaraciama
BR.15.3128303	Guaranésia
BR.15.3128402	Guarani
BR.15.3128501	Guarará
BR.15.3128600	Guarda-Mor
BR.15.3128709	Guaxupé
BR.15.3129004	Guiricema
BR.15.3129103	Gurinhatã
BR.15.3129202	Heliodora
BR.15.3129301	Iapu
BR.15.3129400	Ibertioga
BR.15.3129509	Ibiá
BR.15.3129608	Ibiaí
BR.15.3129657	Ibiracatu
BR.15.3129707	Ibiraci
BR.15.3129806	Ibirité
BR.15.3129905	Ibitiúra de Minas
BR.15.3130002	Ibituruna
BR.15.3130051	Icaraí de Minas
BR.15.3130101	Igarapé
BR.15.3130200	Igaratinga
BR.15.3130309	Iguatama
BR.15.3130408	Ijaci
BR.15.3130507	Ilicínea
BR.15.3130556	Imbé de Minas
BR.15.3130606	Inconfidentes
BR.15.3130655	Indaiabira
BR.15.3130705	Indianópolis
BR.15.3130804	Ingaí
BR.15.3130903	Inhapim
BR.15.3131000	Inhaúma
BR.15.3131109	Inimutaba
BR.15.3131158	Ipaba
BR.15.3131307	Ipatinga
BR.15.3131406	Ipiaçu
BR.15.3131505	Ipuiúna
BR.15.3131604	Iraí de Minas
BR.15.3131703	Itabira
BR.15.3131802	Itabirinha
BR.15.3131901	Itabirito
BR.15.3132008	Itacambira
BR.15.3132107	Itacarambi
BR.15.3132206	Itaguara
BR.15.3132305	Itaipé
BR.15.3132404	Itajubá
BR.15.3132503	Itamarandiba
BR.15.3132602	Itamarati de Minas
BR.15.3132701	Itambacuri
BR.15.3132800	Itambé do Mato Dentro
BR.15.3132909	Itamogi
BR.15.3133006	Itamonte
BR.15.3133105	Itanhandu
BR.15.3133204	Itanhomi
BR.15.3133303	Itaobim
BR.15.3133402	Itapagipe
BR.15.3133501	Itapecerica
BR.15.3133600	Itapeva
BR.15.3133709	Itatiaiuçu
BR.15.3133758	Itaú de Minas
BR.15.3133808	Itaúna
BR.15.3133907	Itaverava
BR.15.3134004	Itinga
BR.15.3134103	Itueta
BR.15.3134202	Ituiutaba
BR.15.3134301	Itumirim
BR.15.3134400	Iturama
BR.15.3134509	Itutinga
BR.15.3134608	Jaboticatubas
BR.15.3134707	Jacinto
BR.15.3134806	Jacuí
BR.15.3134905	Jacutinga
BR.15.3135001	Jaguaraçu
BR.15.3135050	Jaíba
BR.15.3135076	Jampruca
BR.15.3135100	Janaúba
BR.15.3135209	Januária
BR.15.3135308	Japaraíba
BR.15.3135357	Japonvar
BR.15.3135407	Jeceaba
BR.15.3135456	Jenipapo de Minas
BR.15.3135506	Jequeri
BR.15.3135605	Jequitaí
BR.15.3135704	Jequitibá
BR.15.3135803	Jequitinhonha
BR.15.3135902	Jesuânia
BR.15.3136009	Joaíma
BR.15.3136108	Joanésia
BR.15.3136207	João Monlevade
BR.15.3136306	João Pinheiro
BR.15.3136405	Joaquim Felício
BR.15.3136504	Jordânia
BR.15.3136520	José Gonçalves de Minas
BR.15.3136553	José Raydan
BR.15.3136579	Josenópolis
BR.15.3136603	Nova União
BR.15.3136652	Juatuba
BR.15.3136801	Juramento
BR.15.3136900	Juruaia
BR.15.3136959	Juvenília
BR.15.3137007	Ladainha
BR.15.3137106	Lagamar
BR.15.3137205	Lagoa da Prata
BR.15.3137304	Lagoa dos Patos
BR.15.3137403	Lagoa Dourada
BR.15.3137502	Lagoa Formosa
BR.15.3137536	Lagoa Grande
BR.15.3137601	Lagoa Santa
BR.15.3137700	Lajinha
BR.15.3137809	Lambari
BR.15.3137908	Lamim
BR.15.3138005	Laranjal
BR.15.3138104	Lassance
BR.15.3138203	Lavras
BR.15.3138302	Leandro Ferreira
BR.15.3138351	Leme do Prado
BR.15.3138401	Leopoldina
BR.15.3138500	Liberdade
BR.15.3138609	Lima Duarte
BR.15.3138625	Limeira do Oeste
BR.15.3138658	Lontra
BR.15.3138674	Luisburgo
BR.15.3138682	Luislândia
BR.15.3138708	Luminárias
BR.15.3138807	Luz
BR.15.3138906	Machacalis
BR.15.3139102	Madre de Deus de Minas
BR.15.3139201	Malacacheta
BR.15.3139250	Mamonas
BR.15.3139300	Manga
BR.15.3139409	Manhuaçu
BR.15.3139508	Manhumirim
BR.15.3139607	Mantena
BR.15.3139706	Maravilhas
BR.15.3139904	Maria da Fé
BR.15.3140001	Mariana
BR.15.3140100	Marilac
BR.15.3140159	Mário Campos
BR.15.3140209	Maripá de Minas
BR.15.3140308	Marliéria
BR.15.3140407	Marmelópolis
BR.15.3140506	Martinho Campos
BR.15.3140530	Martins Soares
BR.15.3140555	Mata Verde
BR.15.3140605	Materlândia
BR.15.3140704	Mateus Leme
BR.15.3140852	Matias Cardoso
BR.15.3140902	Matipó
BR.15.3141009	Mato Verde
BR.15.3141108	Matozinhos
BR.15.3141207	Matutina
BR.15.3141306	Medeiros
BR.15.3141405	Medina
BR.15.3141504	Mendes Pimentel
BR.15.3141603	Mercês
BR.15.3141702	Mesquita
BR.15.3141801	Minas Novas
BR.15.3141900	Minduri
BR.15.3142007	Mirabela
BR.15.3142106	Miradouro
BR.15.3142205	Miraí
BR.15.3142254	Miravânia
BR.15.3142304	Moeda
BR.15.3142403	Moema
BR.15.3142502	Monjolos
BR.15.3142601	Monsenhor Paulo
BR.15.3142700	Montalvânia
BR.15.3142809	Monte Alegre de Minas
BR.15.3142908	Monte Azul
BR.15.3143005	Monte Belo
BR.15.3143104	Monte Carmelo
BR.15.3143153	Monte Formoso
BR.15.3143203	Monte Santo de Minas
BR.15.3143302	Montes Claros
BR.15.3143450	Montezuma
BR.15.3143500	Morada Nova de Minas
BR.15.3143609	Morro da Garça
BR.15.3143708	Morro do Pilar
BR.15.3143807	Munhoz
BR.15.3143906	Muriaé
BR.15.3144003	Mutum
BR.15.3144102	Muzambinho
BR.15.3144201	Nacip Raydan
BR.15.3144300	Nanuque
BR.15.3144359	Naque
BR.15.3144375	Natalândia
BR.15.3144409	Natércia
BR.15.3144508	Nazareno
BR.15.3144607	Nepomuceno
BR.15.3144656	Ninheira
BR.15.3144672	Nova Belém
BR.15.3144706	Nova Era
BR.15.3144805	Nova Lima
BR.15.3144904	Nova Módica
BR.15.3145000	Nova Ponte
BR.15.3145059	Nova Porteirinha
BR.15.3145109	Nova Resende
BR.15.3145208	Nova Serrana
BR.15.3145307	Novo Cruzeiro
BR.15.3145356	Novo Oriente de Minas
BR.15.3145372	Novorizonte
BR.15.3145406	Olaria
BR.15.3145455	Olhos-d'Água
BR.15.3145505	Olímpio Noronha
BR.15.3145604	Oliveira
BR.15.3145703	Oliveira Fortes
BR.15.3145802	Onça de Pitangui
BR.15.3145851	Oratórios
BR.15.3145877	Orizânia
BR.15.3145901	Ouro Branco
BR.15.3146107	Ouro Preto
BR.15.3146206	Ouro Verde de Minas
BR.15.3146255	Padre Carvalho
BR.15.3146305	Padre Paraíso
BR.15.3146404	Paineiras
BR.15.3146503	Pains
BR.15.3146552	Pai Pedro
BR.15.3146602	Paiva
BR.15.3146701	Palma
BR.15.3146750	Palmópolis
BR.15.3146909	Papagaios
BR.15.3147006	Paracatu
BR.15.3147105	Pará de Minas
BR.15.3147204	Paraguaçu
BR.15.3147303	Paraisópolis
BR.15.3147402	Paraopeba
BR.15.3147501	Passabém
BR.15.3147600	Passa Quatro
BR.15.3147709	Passa Tempo
BR.15.3147808	Passa-Vinte
BR.15.3147907	Passos
BR.15.3147956	Patis
BR.15.3148004	Patos de Minas
BR.15.3148103	Patrocínio
BR.15.3148301	Paula Cândido
BR.15.3148400	Paulistas
BR.15.3148509	Pavão
BR.15.3148608	Peçanha
BR.15.3148707	Pedra Azul
BR.15.3148756	Pedra Bonita
BR.15.3148806	Pedra do Anta
BR.15.3148905	Pedra do Indaiá
BR.15.3149002	Pedra Dourada
BR.15.3149101	Pedralva
BR.15.3149150	Pedras de Maria da Cruz
BR.15.3149200	Pedrinópolis
BR.15.3149309	Pedro Leopoldo
BR.15.3149408	Pedro Teixeira
BR.15.3149507	Pequeri
BR.15.3149606	Pequi
BR.15.3149705	Perdigão
BR.15.3149804	Perdizes
BR.15.3149903	Perdões
BR.15.3149952	Periquito
BR.15.3150000	Pescador
BR.15.3150109	Piau
BR.15.3150158	Piedade de Caratinga
BR.15.3150208	Piedade de Ponte Nova
BR.15.3150307	Piedade do Rio Grande
BR.15.3150406	Piedade dos Gerais
BR.15.3150505	Pimenta
BR.15.3150539	Pingo-d'Água
BR.15.3150570	Pintópolis
BR.15.3150604	Piracema
BR.15.3150703	Pirajuba
BR.15.3150802	Piranga
BR.15.3150901	Piranguçu
BR.15.3151008	Piranguinho
BR.15.3151206	Pirapora
BR.15.3151305	Piraúba
BR.15.3151404	Pitangui
BR.15.3151503	Piumhi
BR.15.3151602	Planura
BR.15.3151701	Poço Fundo
BR.15.3151800	Poços de Caldas
BR.15.3151909	Pocrane
BR.15.3152006	Pompéu
BR.15.3152105	Ponte Nova
BR.15.3152131	Ponto Chique
BR.15.3152170	Ponto dos Volantes
BR.15.3152204	Porteirinha
BR.15.3152303	Porto Firme
BR.15.3152402	Poté
BR.15.3152501	Pouso Alegre
BR.15.3152600	Pouso Alto
BR.15.3152709	Prados
BR.15.3152907	Pratápolis
BR.15.3153004	Pratinha
BR.15.3153103	Presidente Bernardes
BR.15.3153202	Presidente Juscelino
BR.15.3153301	Presidente Kubitschek
BR.15.3153400	Presidente Olegário
BR.15.3153509	Alto Jequitibá
BR.15.3153608	Prudente de Morais
BR.15.3153707	Quartel Geral
BR.15.3153806	Queluzito
BR.15.3153905	Raposos
BR.15.3154002	Raul Soares
BR.15.3154101	Recreio
BR.15.3154150	Reduto
BR.15.3154200	Resende Costa
BR.15.3154309	Resplendor
BR.15.3154408	Ressaquinha
BR.15.3154457	Riachinho
BR.15.3154507	Riacho dos Machados
BR.15.3154606	Ribeirão das Neves
BR.15.3154705	Ribeirão Vermelho
BR.15.3154804	Rio Acima
BR.15.3154903	Rio Casca
BR.15.3155009	Rio Doce
BR.15.3155108	Rio do Prado
BR.15.3155207	Rio Espera
BR.15.3155306	Rio Manso
BR.15.3155405	Rio Novo
BR.15.3155504	Rio Paranaíba
BR.15.3155603	Rio Pardo de Minas
BR.15.3155702	Rio Piracicaba
BR.15.3155801	Rio Pomba
BR.15.3155900	Rio Preto
BR.15.3156007	Rio Vermelho
BR.15.3156106	Ritápolis
BR.15.3156205	Rochedo de Minas
BR.15.3156304	Rodeiro
BR.15.3156403	Romaria
BR.15.3156452	Rosário da Limeira
BR.15.3156502	Rubelita
BR.15.3156601	Rubim
BR.15.3156700	Sabará
BR.15.3156809	Sabinópolis
BR.15.3156908	Sacramento
BR.15.3157005	Salinas
BR.15.3157104	Salto da Divisa
BR.15.3157203	Santa Bárbara
BR.15.3157252	Santa Bárbara do Leste
BR.15.3157278	Santa Bárbara do Monte Verde
BR.15.3157336	Santa Cruz de Minas
BR.15.3157377	Santa Cruz de Salinas
BR.15.3157401	Santa Cruz do Escalvado
BR.15.3157500	Santa Efigênia de Minas
BR.15.3157609	Santa Fé de Minas
BR.15.3157658	Santa Helena de Minas
BR.15.3157708	Santa Juliana
BR.15.3157807	Santa Luzia
BR.15.3157906	Santa Margarida
BR.15.3158003	Santa Maria de Itabira
BR.15.3158102	Santa Maria do Salto
BR.15.3158201	Santa Maria do Suaçuí
BR.15.3158300	Santana da Vargem
BR.15.3158409	Santana de Cataguases
BR.15.3158508	Santana de Pirapama
BR.15.3158607	Santana do Deserto
BR.15.3158706	Santana do Garambéu
BR.15.3158805	Santana do Jacaré
BR.15.3158904	Santana do Manhuaçu
BR.15.3158953	Santana do Paraíso
BR.15.3159001	Santana do Riacho
BR.15.3159100	Santana dos Montes
BR.15.3159209	Santa Rita de Caldas
BR.15.3159308	Santa Rita de Jacutinga
BR.15.3159357	Santa Rita de Minas
BR.15.3159407	Santa Rita de Ibitipoca
BR.15.3159506	Santa Rita do Itueto
BR.15.3159605	Santa Rita do Sapucaí
BR.15.3159704	Santa Rosa da Serra
BR.15.3159803	Santa Vitória
BR.15.3159902	Santo Antônio do Amparo
BR.15.3160009	Santo Antônio do Aventureiro
BR.15.3160108	Santo Antônio do Grama
BR.15.3160207	Santo Antônio do Itambé
BR.15.3160306	Santo Antônio do Jacinto
BR.15.3160405	Santo Antônio do Monte
BR.15.3160454	Santo Antônio do Retiro
BR.15.3160504	Santo Antônio do Rio Abaixo
BR.15.3160603	Santo Hipólito
BR.15.3160702	Santos Dumont
BR.15.3160801	São Bento Abade
BR.15.3160959	São Domingos das Dores
BR.15.3161007	São Domingos do Prata
BR.15.3161056	São Félix de Minas
BR.15.3161304	São Francisco de Sales
BR.15.3161403	São Francisco do Glória
BR.15.3161502	São Geraldo
BR.15.3161601	São Geraldo da Piedade
BR.15.3161650	São Geraldo do Baixio
BR.15.3161700	São Gonçalo do Abaeté
BR.15.3161809	São Gonçalo do Pará
BR.15.3161908	São Gonçalo do Rio Abaixo
BR.15.3162005	São Gonçalo do Sapucaí
BR.15.3162104	São Gotardo
BR.15.3162203	São João Batista do Glória
BR.15.3162252	São João da Lagoa
BR.15.3162302	São João da Mata
BR.15.3162401	São João da Ponte
BR.15.3162450	São João das Missões
BR.15.3162500	São João del Rei
BR.15.3162559	São João do Manhuaçu
BR.15.3162575	São João do Manteninha
BR.15.3162609	São João do Oriente
BR.15.3162658	São João do Pacuí
BR.15.3162708	São João do Paraíso
BR.15.3162807	São João Evangelista
BR.15.3162906	São João Nepomuceno
BR.15.3162922	São Joaquim de Bicas
BR.15.3162948	São José da Barra
BR.15.3162955	São José da Lapa
BR.15.3163003	São José da Safira
BR.15.3163102	São José da Varginha
BR.15.3163201	São José do Alegre
BR.15.3163300	São José do Divino
BR.15.3163409	São José do Goiabal
BR.15.3163508	São José do Jacuri
BR.15.3163607	São José do Mantimento
BR.15.3163706	São Lourenço
